location_code,damage_code,collision_code,road_code,light_code,road_type_code,traffic_code,weather_code,emp_liability_code,kpi_cause_code
BSP,OSR,SSW,DRY,NIGHT,BUS,LIGHT,FINE,OTHERBUS,EMP
BSP,MIR,SSW,DRY,DAY,MULTI,MODERATE,FINE,RES,EMP
BSP,TOPM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,FRNT,HON,SLIP,STREET,MULTI,NO,FOG,RES,EMP
RAD,WSRE,SSW,DRY,DAY,SINGLE,NO,FINE,INCIDENT,ENV
XRD,REAR,SSW,DRY,DAY,MULTI,LIGHT,FINE,RES,EMP
BSP,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,RES,BUS - OTHER
RAD,MIR,SSW,DRY,NIGHT,SINGLE,LIGHT,RAIN,RES,BUS - OTHER
BSP,TOPM,SSW,DRY,DAY,SINGLE,NO,FINE,UN3PAR,PAS
BSP,MIR,SSW,DRY,DAY,MULTI,LIGHT,FINE,RES,EMP
RAD,NSF,SSW,DRY,DAY,MULTI,HEAVY,FINE,UN3PAR,CARS TRUCKS
RBT,NSF,SSW,WET,NIGHT,SINGLE,LIGHT,RAIN,RES,EMP
RAD,FRNT,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,NSR,REVERSING,DRY,NIGHT,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
BSP,OSR,SSW,DRY,DAY,BUS,MODERATE,FINE,RES,EMP
RAD,REAR,REVERSING,DRY,NIGHT,MULTI,NO,FINE,RES,EMP
BSP,NSR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,RES,BUS - OTHER
BSP,NSM,SSW,WET,DUSK,BUS,LIGHT,RAIN,RES,BUS - OTHER
BSP,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,OSM,SSW,DRY,DAY,MULTI,LIGHT,FINE,RES,EMP
RAD,OSR,SSW,DRY,NIGHT,SINGLE,NO,FINE,RES,EMP
BSP,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,UN3PAR,BUS - OTHER
BSP,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
BSP,MIR,SSW,DRY,DAWN,SINGLE,MODERATE,FINE,NRES,CARS TRUCKS
RAD,NSR,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,RES,BUS - OTHER
RAD,NSF,SSW,DRY,DAY,SINGLE,NO,FINE,NRES,EMP
RAD,NSM,SSW,DRY,DAY,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
BSP,MIR,SSW,DRY,DAY,BUS,EXTREME,FINE,RES,BUS BRAKING
RAD,FRNT,N2T,DRY,DAY,MULTI,MODERATE,FINE,RES,CARS TRUCKS
BSP,NSR,TAI,DRY,STREET,BUS,NO,FINE,RES,EMP
RAD,NSR,SSW,DRY,DAY,SINGLE,HEAVY,FINE,INCIDENT,OTH
RAD,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,INCIDENT,OTH
BSP,NSR,TAI,DRY,DAY,MULTI,MODERATE,FINE,RES,BUS - OTHER
RBT,REAR,BTMO,DRY,DAY,SINGLE,MODERATE,FINE,NRES,CARS TRUCKS
RBT,NSM,TBO,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,INCIDENT,EMP
BSP,TOPF,ROO,DRY,NIGHT,SINGLE,NO,FINE,RES,EMP
RAD,FRNT,N2T,DRY,DAY,MULTI,LIGHT,FINE,RES,EMP
RAD,OSR,TAI,DRY,DAY,BUS,NO,FINE,RES,EMP
RAD,NSR,N2T,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
XRD,NSR,TAI,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,NSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,NRES,CARS TRUCKS
RAD,OSR,N2T,DRY,DAWN,MULTI,MODERATE,FINE,RES,CARS TRUCKS
DEPOT,FRNT,N2T,DRY,NIGHT,SINGLE,NO,FINE,RES,BUS - OTHER
RAD,NSR,SSW,DRY,DAY,SINGLE,HEAVY,FINE,RES,EMP
RAD,NSF,SSW,WET,DAY,SINGLE,LIGHT,RAIN,RES,ENV
XRD,OSR,N2T,DRY,DAY,BUS,LIGHT,FINE,NRES,EMP
BSP,MIR,SSW,DRY,NIGHT,SINGLE,NO,FINE,OTHERBUS,CARS TRUCKS
RAD,NSR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
XRD,NSF,SSW,DRY,DAY,MULTI,LIGHT,FINE,UN3PAR,EMP
RAD,MIR,HON,WET,DAY,SINGLE,HEAVY,RAIN,RES,EMP
XRD,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
TIN,NSM,SSW,DRY,DAY,SINGLE,MODERATE,FINE,RES,EMP
RAD,MIR,SSW,DRY,DAY,MULTI,MODERATE,FINE,UN3PAR,CARS TRUCKS
RAD,MIR,HON,DRY,NIGHT,MULTI,MODERATE,FINE,RES,EMP
BSP,NSR,SSW,DRY,DAY,BUS,LIGHT,FINE,RES,BUS - OTHER
RAD,TOPR,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RBT,NSR,SSW,DRY,STREET,SINGLE,NO,FINE,RES,EMP
RAD,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,NRES,EMP
BSP,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,NRES,GEN
RAD,MIR,SSW,WET,NIGHT,SINGLE,LIGHT,RAIN,RES,EMP
RAD,MIR,SSW,DRY,DAY,SINGLE,NO,FINE,NRES,CARS TRUCKS
RAD,NSF,SSW,WET,STREET,MULTI,LIGHT,RAIN,INCIDENT,ENV
BSP,NSR,TAI,WET,STREET,MULTI,LIGHT,RAIN,RES,EMP
BSP,NSM,SSW,DRY,NIGHT,BUS,NO,FINE,RES,EMP
RAD,NSF,SSW,DRY,DUSK,SINGLE,HEAVY,FINE,RES,BUS - OTHER
RAD,FRNT,HON,DRY,DUSK,MULTI,HEAVY,FINE,RES,EMP
RAD,NSM,SSW,DRY,DAY,MULTI,HEAVY,FINE,NRES,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,RES,BUS - OTHER
RAD,FRNT,HON,DRY,DAY,MULTI,MODERATE,FINE,RES,EMP
BSP,NSF,SSW,DRY,DAY,BUS,NO,FINE,RES,EMP
BSP,NSR,SSW,DRY,DAY,BUS,HEAVY,FINE,RES,BUS - OTHER
RAD,NSM,SSW,DRY,DAY,BUS,LIGHT,FINE,RES,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,EXTREME,FINE,RES,EMP
RAD,NSF,SSW,DRY,DAY,MULTI,LIGHT,FINE,RES,BUS - OTHER
RAD,NSM,SSW,DRY,DAY,SINGLE,MODERATE,FINE,NRES,CARS TRUCKS
RBT,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
XRD,NSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,RES,EMP
RAD,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
XRD,NSM,SSW,DRY,DAY,SINGLE,NO,FINE,NRES,GEN
RAD,OSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,RES,EMP
RAD,NSF,SSW,DRY,DUSK,MULTI,LIGHT,FINE,UN3PAR,EMP
RAD,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
BSP,NSF,ROO,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,OSM,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,UN3PAR,CARS TRUCKS
BSP,OSR,SSW,WET,DAY,MULTI,MODERATE,RAIN,NRES,ROA
BSP,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RBT,OSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,UN3PAR,CARS TRUCKS
XRD,OSM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,RES,EMP
RAD,NSF,SSW,DRY,DAY,SINGLE,MODERATE,FINE,RES,EMP
BSP,NSR,SSW,WET,DAY,SINGLE,HEAVY,RAIN,RES,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,RES,EMP
RAD,OSR,SSW,DRY,DAY,BUS,NO,FINE,NRES,CARS TRUCKS
BSP,NSR,TAI,DRY,DAY,BUS,NO,FINE,RES,EMP
RAD,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,BUS - OTHER
RAD,FRNT,N2T,DRY,DAY,MULTI,LIGHT,FINE,RES,BUS BRAKING
BSP,NSF,SSW,DRY,DAY,SINGLE,MODERATE,FINE,RES,EMP
RAD,OSR,REVERSING,WET,NIGHT,SINGLE,NO,FINE,RES,CARS TRUCKS
RAD,REAR,N2T,WET,DAY,SINGLE,LIGHT,RAIN,NRES,CARS TRUCKS
BSP,NSM,SSW,DRY,DAWN,BUS,HEAVY,FINE,OTHERBUS,CARS TRUCKS
RAD,NSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
RAD,OSM,TAI,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
BSP,MIR,SSW,DRY,DAY,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
RAD,OSR,N2T,DRY,DAY,SINGLE,MODERATE,FINE,NRES,EMP
RAD,OSF,SSW,DRY,STREET,MULTI,LIGHT,FOG,RES,CARS TRUCKS
RBT,OSM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,RES,EMP
RAD,NSF,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
XRD,OSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,UN3PAR,BUS - OTHER
TIN,OSF,TBO,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
BSP,OSF,SSW,DRY,DAWN,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RAD,WIN,SSW,DRY,DAY,MULTI,HEAVY,FINE,NRES,CARS TRUCKS
XRD,NSM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,RES,CARS TRUCKS
RAD,OSR,SSW,WET,DUSK,MULTI,HEAVY,RAIN,RES,EMP
BSP,OSR,TAI,DRY,DAY,SINGLE,LIGHT,RAIN,RES,EMP
RAD,OSR,SSW,DRY,DAY,SINGLE,EXTREME,FINE,NRES,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,NSM,SSW,DRY,NIGHT,SINGLE,NO,FINE,RES,BUS - OTHER
TIN,NSR,SSW,WET,DUSK,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,UN3PAR,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,SINGLE,MODERATE,FINE,RES,EMP
RAD,OSM,SSW,DRY,DAY,MULTI,MODERATE,FINE,UN3PAR,ROA
RAD,NSR,TAI,DRY,DAY,MULTI,MODERATE,FINE,RES,EMP
TIN,NSR,SSW,DRY,DAY,MULTI,LIGHT,FINE,RES,EMP
RAD,FRNT,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,FRNT,HON,DRY,DUSK,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,SINGLE,HEAVY,FINE,RES,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,BUS,NO,FINE,RES,EMP
RAD,NSR,TAI,SLIP,DAY,MULTI,HEAVY,FINE,RES,EMP
XRD,NSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,NRES,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,RES,EMP
RAD,MIR,SSW,DRY,DAY,MULTI,EXTREME,FINE,RES,EMP
BSP,NSM,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RBT,OSR,HON,DRY,DAY,MULTI,MODERATE,FINE,RES,CARS TRUCKS
BSP,NSR,SSW,DRY,DAY,BUS,LIGHT,FINE,RES,EMP
RAD,NSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,RES,EMP
RAD,FRNT,N2T,DRY,DAY,MULTI,LIGHT,FINE,RES,EMP
BSP,REAR,SSW,DRY,DAY,SINGLE,NO,FINE,NRES,CARS TRUCKS
RAD,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
XRD,NSR,SSW,DRY,DUSK,MULTI,HEAVY,FINE,RES,EMP
BSP,MIR,ROO,WET,DAY,SINGLE,NO,RAIN,RES,BUS - OTHER
BSP,TOPF,SSW,DRY,NIGHT,BUS,NO,FINE,RES,EMP
RAD,NSM,REVERSING,DRY,DAY,SINGLE,NO,FINE,RES,EMP
BSP,NSR,SSW,DRY,DUSK,SINGLE,NO,FINE,RES,EMP
RBT,FRNT,HON,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,REAR,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
XRD,OSR,SSW,WET,DAY,SINGLE,NO,RAIN,NRES,CARS TRUCKS
BSP,MIR,SSW,WET,DAY,MULTI,MODERATE,FINE,UN3PAR,CARS TRUCKS
RAD,OSF,SSW,DRY,DAY,MULTI,LIGHT,FINE,NRES,CARS TRUCKS
RAD,NSF,SSW,DRY,DAY,MULTI,HEAVY,FINE,NRES,CARS TRUCKS
RAD,NSF,SSW,DRY,DAY,MULTI,HEAVY,FINE,NRES,EMP
TIN,NSM,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,RES,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,BUS,HEAVY,FINE,RES,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,NO,FINE,NRES,CARS TRUCKS
BSP,REAR,REVERSING,DRY,DAY,SINGLE,NO,FINE,RES,EMP
BSP,OSM,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,MIR,SSW,DRY,STREET,SINGLE,NO,FINE,RES,PAS
RAD,NSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,RES,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
BSP,NSM,SSW,DRY,DAY,MULTI,LIGHT,FINE,NRES,CARS TRUCKS
RAD,OSR,TAI,WET,DUSK,MULTI,MODERATE,RAIN,RES,EMP
BSP,OSF,SSW,WET,DUSK,MULTI,HEAVY,RAIN,RES,EMP
RAD,NSR,TAI,DRY,DAY,SINGLE,EXTREME,FINE,RES,CARS TRUCKS
RAD,NSF,HON,WET,NIGHT,SINGLE,LIGHT,RAIN,RES,EMP
DEPOT,NSM,SSW,DRY,DAWN,SINGLE,NO,FINE,RES,EMP
RAD,NSR,BTMO,WET,DAY,SINGLE,MODERATE,RAIN,RES,EMP
XRD,NSR,N2T,DRY,DAY,MULTI,HEAVY,FINE,NRES,CARS TRUCKS
BSP,MIR,SSW,DRY,DAWN,BUS,LIGHT,FINE,RES,EMP
BSP,OSR,SSW,WET,DAY,SINGLE,NO,RAIN,OTHERBUS,EMP
RAD,NSM,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,RES,EMP
RAD,NSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
BSP,OSR,SSW,SLIP,DAY,BUS,MODERATE,RAIN,RES,EMP
XRD,OSM,SSW,WET,DAY,SINGLE,NO,RAIN,INCIDENT,OTH
RAD,OSR,SSW,DRY,DAWN,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
RAD,REAR,N2T,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,OSF,SSW,DRY,NIGHT,SINGLE,MODERATE,FINE,NRES,CARS TRUCKS
XRD,NSR,TAI,WET,DAY,SINGLE,EXTREME,RAIN,RES,EMP
RAD,OSM,SSW,DRY,NIGHT,SINGLE,NO,FINE,RES,EMP
RAD,NSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,RES,EMP
BSP,OSR,SSW,DRY,DAY,BUS,NO,FINE,OTHERBUS,CARS TRUCKS
XRD,FRNT,N2T,DRY,STREET,MULTI,LIGHT,FINE,NRES,GEN
BSP,NSR,TAI,DRY,DAY,SINGLE,MODERATE,FINE,RES,EMP
BSP,NSR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,NSF,ROO,DRY,DAY,MULTI,MODERATE,FINE,RES,EMP
BSP,MIR,SSW,DRY,DUSK,BUS,LIGHT,FINE,RES,EMP
RAD,OSM,SSW,WET,DAY,MULTI,HEAVY,RAIN,RES,EMP
RAD,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RBT,OSM,SSW,DRY,NIGHT,SINGLE,NO,FINE,RES,EMP
BSP,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
BSP,OSR,N2T,WET,STREET,MULTI,MODERATE,RAIN,NRES,CARS TRUCKS
BSP,NSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,NRES,EMP
XRD,NSM,SSW,DRY,NIGHT,SINGLE,NO,FINE,RES,EMP
RAD,OSR,SSW,DRY,DAY,MULTI,LIGHT,FINE,NRES,CARS TRUCKS
RAD,NSM,SSW,DRY,DAWN,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
RBT,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
XRD,NSR,BTMO,DRY,DAY,SINGLE,MODERATE,FINE,NRES,GEN
RAD,FRNT,REVERSING,DRY,DAY,SINGLE,HEAVY,FINE,NRES,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,NRES,CARS TRUCKS
BSP,OSR,SSW,DRY,DAY,MULTI,LIGHT,FINE,NRES,CARS TRUCKS
RAD,OSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,UN3PAR,CARS TRUCKS
RAD,FRNT,TBO,SLIP,DAY,MULTI,HEAVY,RAIN,NRES,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,SINGLE,HEAVY,FINE,RES,EMP
RAD,NSM,SSW,DRY,DUSK,SINGLE,HEAVY,FINE,RES,EMP
BSP,REAR,N2T,WET,DAY,SINGLE,NO,RAIN,NRES,CARS TRUCKS
TIN,NSF,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
BSP,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
XRD,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,NSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,NRES,EMP
BSP,NSF,ROO,DRY,DAY,SINGLE,HEAVY,FINE,RES,EMP
RAD,NSR,SSW,WET,DAY,MULTI,LIGHT,RAIN,RES,ENV
RAD,NSM,SSW,DRY,DUSK,MULTI,HEAVY,FINE,RES,EMP
RAD,FRNT,SSW,WET,DAY,MULTI,EXTREME,RAIN,INCIDENT,ENV
BSP,NSF,ROO,DRY,DUSK,SINGLE,LIGHT,FINE,RES,EMP
RAD,FRNT,N2T,DRY,DAY,MULTI,NO,FINE,RES,EMP
RBT,REAR,SSW,DRY,DAY,SINGLE,HEAVY,FINE,NRES,CARS TRUCKS
XRD,NSM,SSW,DRY,DAWN,MULTI,LIGHT,FINE,RES,EMP
RAD,NSR,N2T,WET,DAWN,MULTI,LIGHT,RAIN,NRES,CARS TRUCKS
RAD,NSR,TAI,DRY,DAY,BUS,NO,FINE,RES,EMP
RAD,NSM,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,RES,EMP
RAD,OSM,TBO,DRY,NIGHT,MULTI,LIGHT,FINE,NRES,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,SINGLE,NO,FINE,RES,PL&EQ
RAD,NSM,SSW,DRY,DAY,MULTI,MODERATE,FINE,RES,BUS - OTHER
BSP,MIR,SSW,DRY,DAY,SINGLE,EXTREME,FINE,RES,EMP
BSP,NSR,SSW,SLIP,DAY,MULTI,MODERATE,RAIN,RES,EMP
RAD,NSF,SSW,DRY,DAWN,BUS,LIGHT,FOG,RES,EMP
RAD,FRNT,ROO,DRY,DAY,MULTI,LIGHT,FINE,RES,ENV
RAD,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,NSF,SSW,DRY,DAY,MULTI,LIGHT,FINE,RES,EMP
BSP,OSF,SSW,WET,DAY,MULTI,LIGHT,RAIN,NRES,CARS TRUCKS
BSP,NSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,RES,EMP
BSP,NSF,HON,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,OSR,N2T,DRY,DAY,MULTI,EXTREME,FINE,UN3PAR,CARS TRUCKS
RAD,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
BSP,MIR,HON,DRY,DUSK,MULTI,LIGHT,FINE,RES,EMP
BSP,MIR,SSW,DRY,DAY,MULTI,LIGHT,FINE,RES,BUS - OTHER
RBT,OSM,SSW,DRY,DUSK,SINGLE,MODERATE,FINE,RES,EMP
RAD,OSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,UN3PAR,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,RES,EMP
RAD,REAR,REVERSING,DRY,NIGHT,SINGLE,MODERATE,FINE,RES,EMP
BSP,MIR,SSW,WET,DAY,SINGLE,LIGHT,RAIN,RES,CARS TRUCKS
BSP,NSR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RBT,OSR,BTMO,DRY,DAY,SINGLE,NO,FINE,RES,BUS - OTHER
RAD,NSF,SSW,DRY,DAWN,SINGLE,NO,FINE,RES,EMP
RAD,NSM,TBO,DRY,DAY,SINGLE,NO,FINE,NRES,CARS TRUCKS
RAD,REAR,N2T,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RAD,NSM,SSW,WET,NIGHT,SINGLE,LIGHT,RAIN,RES,BUS - OTHER
RAD,OSF,SSW,DRY,NIGHT,SINGLE,NO,FINE,RES,BUS - OTHER
RAD,NSR,SSW,DRY,STREET,SINGLE,LIGHT,FINE,RES,EMP
RAD,NSR,REVERSING,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,NSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,INCIDENT,CARS TRUCKS
BSP,MIR,SSW,DRY,DAWN,MULTI,LIGHT,FINE,RES,BUS - OTHER
BSP,MIR,SSW,DRY,DAY,BUS,LIGHT,FINE,OTHERBUS,BUS - OTHER
XRD,MIR,SSW,DRY,DAY,MULTI,HEAVY,FINE,UN3PAR,CARS TRUCKS
TIN,OSF,SSW,DRY,DAY,MULTI,LIGHT,FINE,OTHERBUS,EMP
RAD,OSM,SSW,DRY,DAY,SINGLE,EXTREME,FINE,RES,EMP
RAD,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,REAR,SSW,DRY,DAY,SINGLE,EXTREME,FINE,NRES,EMP
BSP,OSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,MULTI,HEAVY,FINE,UN3PAR,CARS TRUCKS
TIN,OSM,SSW,WET,NIGHT,MULTI,NO,RAIN,RES,EMP
RAD,NSR,N2T,WET,DAY,SINGLE,HEAVY,RAIN,NRES,CARS TRUCKS
RAD,MIR,ROO,DRY,DAY,SINGLE,LIGHT,SUN,RES,EMP
RBT,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,UN3PAR,EMP
BSP,NSR,SSW,WET,DAY,SINGLE,HEAVY,RAIN,UN3PAR,CARS TRUCKS
RAD,OSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,RES,BUS - OTHER
RAD,NSF,TBO,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RAD,REAR,REVERSING,WET,DAY,SINGLE,NO,RAIN,INCIDENT,OTH
RAD,FRNT,TBO,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,NSF,ROO,DRY,DAY,SINGLE,NO,FINE,RES,EMP
XRD,OSM,SSW,DRY,DAY,MULTI,MODERATE,FINE,NRES,CARS TRUCKS
RAD,NSR,SSW,WET,DAY,SINGLE,LIGHT,RAIN,UNREP,EMP
RAD,OSR,TAI,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,NSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,NRES,ROA
RAD,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
BSP,FRNT,N2T,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RAD,NSM,SSW,SLIP,DAY,SINGLE,LIGHT,RAIN,INCIDENT,ENV
BSP,OSR,TAI,DRY,DAY,BUS,LIGHT,FINE,RES,EMP
TIN,FRNT,SSW,DRY,DAY,SINGLE,HEAVY,FINE,RES,EMP
XRD,NSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,RES,EMP
TIN,OSR,REVERSING,DRY,DAY,SINGLE,NO,FINE,RES,BUS - OTHER
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,RES,EMP
RAD,OSR,N2T,DRY,DAY,MULTI,HEAVY,FINE,NRES,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,RES,EMP
RAD,NSR,TAI,DRY,NIGHT,MULTI,LIGHT,FINE,RES,EMP
RAD,OSF,SSW,WET,DUSK,MULTI,HEAVY,RAIN,NRES,CARS TRUCKS
RBT,OSF,SSW,DRY,DAY,SINGLE,HEAVY,FINE,RES,EMP
RBT,NSR,SSW,DRY,DAY,MULTI,LIGHT,SUN,NRES,CARS TRUCKS
BSP,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,EXTREME,FINE,RES,EMP
BSP,NSR,REVERSING,DRY,DAY,MULTI,NO,FINE,RES,EMP
RAD,OSR,HON,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,INCIDENT,BUS - OTHER
RBT,NSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,RES,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,MULTI,HEAVY,FINE,RES,EMP
RAD,OSM,SSW,DRY,DUSK,SINGLE,NO,FINE,INCIDENT,GEN
RAD,NSR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
RAD,OSR,REVERSING,WET,DAY,SINGLE,NO,RAIN,RES,BUS - OTHER
RAD,NSF,SSW,DRY,DAY,SINGLE,NO,SUN,UN3PAR,CARS TRUCKS
RAD,OSF,HON,DRY,DAY,MULTI,LIGHT,FINE,NRES,CARS TRUCKS
RAD,OSR,SSW,DRY,NIGHT,SINGLE,NO,FINE,RES,BUS - OTHER
RAD,NSM,SSW,DRY,DUSK,SINGLE,LIGHT,FINE,RES,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,MODERATE,FINE,RES,EMP
RAD,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,RES,EMP
TIN,FRNT,SSW,DRY,DAY,SINGLE,LIGHT,FINE,NRES,CARS TRUCKS
RAD,NSM,SSW,DRY,NIGHT,SINGLE,EXTREME,FINE,RES,CARS TRUCKS
