location_code,damage_code,collision_code,road_code,light_code,road_type_code,traffic_code,weather_code,emp_liability_code,kpi_cause_code
RAD,FRNT,TBO,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
DEPOT,MIR,SSW,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
RAD,OSF,SSW,WET,NIGHT,FREE,LIGHT,RAIN,0,BUS - OTHER
XRD,FRNT,HON,DRY,DAY,SINGLE,HEAVY,FINE,4,BUS - OTHER
XRD,NSR,SSW,WET,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
TIN,FRNT,N2T,DRY,DAY,MULTI,LIGHT,FINE,4,EMP
RAD,OSR,SSW,WET,DAY,MULTI,LIGHT,RAIN,1,CARS TRUCKS
RAD,OSR,TAI,DRY,DUSK,MULTI,MODERATE,FINE,4,EMP
TIN,FRNT,N2T,WET,DAY,MULTI,LIGHT,RAIN,4,EMP
RAD,NSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,5,GEN
BSP,MIR,SSW,DRY,STREET,MULTI,MODERATE,FINE,4,EMP
XRD,MIR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,5,CARS TRUCKS
BSP,NSF,SSW,WET,DAY,MULTI,LIGHT,RAIN,0,OTH
RAD,NSF,ROO,SLIP,NIGHT,SINGLE,MODERATE,RAIN,4,EMP
TIN,NSR,HON,DRY,DAY,SINGLE,LIGHT,FINE,1,EMP
BSP,OSR,SSW,DRY,DAWN,SINGLE,HEAVY,FINE,1,CARS TRUCKS
RAD,NSF,SSW,DRY,DAY,MULTI,LIGHT,FINE,0,GEN
BSP,OSM,REVERSING,WET,DUSK,SINGLE,LIGHT,FINE,1,CARS TRUCKS
BSP,NSF,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,0,GEN
RAD,OSM,SSW,DRY,DAY,MULTI,MODERATE,FINE,5,CARS TRUCKS
RAD,MIR,HON,SLIP,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
RAD,TOPM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,1,CARS TRUCKS
RAD,REAR,REVERSING,WET,DAY,SINGLE,NO,RAIN,4,BUS - OTHER
BSP,NSF,SSW,SLIP,DAY,MULTI,MODERATE,FOG,4,EMP
BSP,MIR,SSW,DRY,DAY,FREE,MODERATE,FINE,4,EMP
RBT,OSM,BTMO,WET,NIGHT,SINGLE,HEAVY,RAIN,4,BUS - OTHER
BSP,NSF,SSW,DRY,DAY,SINGLE,LIGHT,SUN,4,EMP
RAD,OSF,SSW,DRY,NIGHT,BUS,LIGHT,FINE,1,CARS TRUCKS
BSP,OSM,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,OSF,SSW,DRY,DAY,MULTI,HEAVY,FINE,4,CARS TRUCKS
RAD,NSF,SSW,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
RAD,REAR,REVERSING,DRY,DAY,SINGLE,MODERATE,SUN,0,EMP
RAD,NSF,HON,DRY,DAY,SINGLE,NO,FINE,4,OTH
RAD,OSF,N2T,WET,NIGHT,SINGLE,HEAVY,RAIN,4,EMP
RAD,OSR,TBO,DRY,NIGHT,SINGLE,NO,FINE,5,CARS TRUCKS
BSP,OSM,N2T,DRY,DAY,MULTI,LIGHT,FINE,1,GEN
BSP,OSF,SSW,DRY,DAWN,MULTI,LIGHT,FINE,1,CARS TRUCKS
RBT,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
RAD,FRNT,HON,DRY,NIGHT,MULTI,NO,FINE,0,EMP
RAD,NSM,SSW,WET,DAWN,SINGLE,LIGHT,RAIN,4,EMP
BSP,NSM,SSW,DRY,DAY,BUS,LIGHT,FINE,4,CARS TRUCKS
BSP,REAR,N2T,DRY,DAY,SINGLE,NO,FINE,2,BUS - OTHER
BSP,REAR,TAI,DRY,DAY,BUS,MODERATE,FINE,4,EMP
RAD,NSF,SSW,WET,NIGHT,MULTI,HEAVY,FINE,4,EMP
XRD,OSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,EMP
RAD,TOPM,SSW,DRY,DAY,MULTI,MODERATE,FINE,4,EMP
TIN,NSR,SSW,WET,DUSK,MULTI,MODERATE,RAIN,1,EMP
RAD,OSF,SSW,DRY,DAWN,MULTI,LIGHT,FINE,5,CARS TRUCKS
RAD,FRNT,HON,DRY,DAWN,MULTI,LIGHT,FINE,0,OTH
RBT,NSR,TAI,DRY,DUSK,SINGLE,LIGHT,FINE,4,EMP
XRD,FRNT,SSW,DRY,DAY,SINGLE,NO,FINE,0,EMP
BSP,OSR,TAI,WET,DAY,BUS,NO,RAIN,4,BUS - OTHER
BSP,REAR,N2T,SLIP,DAY,MULTI,MODERATE,SUN,1,BUS - OTHER
TIN,OSF,SSW,WET,DAY,SINGLE,LIGHT,RAIN,1,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,BUS,MODERATE,FINE,4,CARS TRUCKS
XRD,NSR,TAI,DRY,DAWN,MULTI,LIGHT,SUN,4,EMP
BSP,NSM,SSW,DRY,NIGHT,SINGLE,MODERATE,FINE,4,CARS TRUCKS
BSP,OSR,TAI,DRY,NIGHT,SINGLE,LIGHT,FINE,4,EMP
BSP,NSF,SSW,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
XRD,NSR,SSW,DRY,NIGHT,MULTI,NO,FINE,4,EMP
BSP,REAR,N2T,SLIP,DAY,MULTI,HEAVY,RAIN,1,CARS TRUCKS
RAD,MIR,HON,WET,NIGHT,MULTI,LIGHT,RAIN,4,CARS TRUCKS
RAD,NSR,REVERSING,DRY,DAY,MULTI,LIGHT,FINE,1,GEN
RAD,MIR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,0,EMP
RAD,FRNT,SSW,DRY,DAY,MULTI,LIGHT,FINE,5,CARS TRUCKS
RAD,OSM,SSW,DRY,DAY,SINGLE,LIGHT,SUN,4,EMP
RAD,WIN,SSW,DRY,DAY,MULTI,LIGHT,FINE,0,OTH
XRD,OSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
BSP,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,NSF,SSW,WET,NIGHT,MULTI,NO,RAIN,0,ENV
TIN,NSM,SSW,SLIP,DAY,SINGLE,MODERATE,FINE,4,BUS - OTHER
RAD,NSM,ROO,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
RAD,OSF,REVERSING,DRY,DUSK,MULTI,MODERATE,FINE,4,EMP
BSP,OSF,SSW,DRY,DUSK,BUS,NO,FINE,2,BUS - OTHER
BSP,REAR,REVERSING,DRY,DAY,BUS,LIGHT,SUN,4,EMP
BSP,MIR,SSW,DRY,DAY,BUS,HEAVY,FINE,5,CARS TRUCKS
BSP,NSR,SSW,DRY,DAY,SINGLE,NO,SUN,4,BUS - OTHER
RBT,NSM,SSW,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
RAD,FRNT,HON,WET,NIGHT,SINGLE,LIGHT,RAIN,1,CARS TRUCKS
XRD,OSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,5,EMP
RAD,FRNT,SSW,DRY,DAY,MULTI,MODERATE,FINE,0,ENV
RAD,FRNT,N2T,DRY,DAY,SINGLE,MODERATE,FINE,1,CARS TRUCKS
RAD,FRNT,HON,WET,DAWN,MULTI,LIGHT,RAIN,4,EMP
RAD,NSR,SSW,WET,NIGHT,SINGLE,MODERATE,RAIN,4,EMP
TIN,NSM,SSW,DRY,NIGHT,SINGLE,HEAVY,FINE,4,EMP
BSP,TOPF,SSW,DRY,DAY,SINGLE,NO,FINE,1,EMP
BSP,REAR,REVERSING,WET,DAY,MULTI,LIGHT,RAIN,1,CARS TRUCKS
BSP,NSR,TAI,DRY,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
RAD,MIR,SSW,WET,NIGHT,SINGLE,NO,RAIN,0,CARS TRUCKS
RAD,WSRE,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,0,BUS - OTHER
RAD,OSM,TBO,WET,DAY,MULTI,LIGHT,RAIN,1,CARS TRUCKS
RAD,OSM,SSW,SLIP,DAY,SINGLE,NO,FOG,4,EMP
BSP,OSR,TAI,DRY,DAY,MULTI,NO,FINE,4,EMP
RAD,OSM,SSW,WET,DAWN,BUS,LIGHT,RAIN,4,EMP
RAD,TOPR,TAI,DRY,DAY,MULTI,MODERATE,FINE,4,EMP
BSP,REAR,SSW,DRY,DAY,SINGLE,MODERATE,SUN,1,EMP
RAD,OSR,ROO,SLIP,DAY,MULTI,LIGHT,RAIN,1,CARS TRUCKS
RAD,OSF,REVERSING,WET,DAY,SINGLE,LIGHT,FINE,1,BUS BRAKING
BSP,NSR,TAI,WET,DAY,SINGLE,EXTREME,RAIN,4,EMP
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,4,PL&EQ
XRD,OSR,N2T,SLIP,DAY,MULTI,MODERATE,RAIN,2,BUS - OTHER
BSP,MIR,HON,DRY,DAY,BUS,MODERATE,FINE,4,EMP
RAD,REAR,REVERSING,WET,DAY,SINGLE,LIGHT,RAIN,4,EMP
RAD,MIR,SSW,DRY,DAWN,MULTI,MODERATE,FINE,4,EMP
XRD,FRNT,ROO,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,OSR,SSW,WET,NIGHT,MULTI,LIGHT,RAIN,4,BUS - OTHER
RAD,NSM,SSW,WET,NIGHT,SINGLE,NO,FINE,4,EMP
RAD,OSM,SSW,WET,DAY,SINGLE,NO,RAIN,4,EMP
RBT,MIR,HON,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
BSP,FRNT,REVERSING,DRY,DAY,BUS,NO,FINE,1,CARS TRUCKS
RAD,NSF,TBO,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
BSP,MIR,SSW,DRY,DAY,BUS,LIGHT,FINE,4,BUS - OTHER
RAD,OSM,SSW,DRY,DAY,MULTI,HEAVY,FINE,5,CARS TRUCKS
RAD,OSR,SSW,DRY,DAY,SINGLE,NO,FINE,5,CARS TRUCKS
XRD,NSR,TAI,DRY,DUSK,MULTI,HEAVY,SUN,4,EMP
BSP,OSR,N2T,DRY,DAY,SINGLE,NO,FINE,1,EMP
RAD,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,MAT
RAD,NSF,REVERSING,WET,NIGHT,SINGLE,LIGHT,RAIN,1,CARS TRUCKS
RAD,OSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,GEN
BSP,OSR,N2T,DRY,NIGHT,MULTI,LIGHT,FINE,5,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,MULTI,NO,FINE,5,CARS TRUCKS
BSP,MIR,SSW,DRY,DUSK,SINGLE,HEAVY,FINE,4,EMP
RAD,NSF,HON,DRY,DAY,SINGLE,LIGHT,FINE,1,BUS BRAKING
XRD,REAR,N2T,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,NSR,SSW,SLIP,DAY,SINGLE,MODERATE,FINE,4,EMP
RBT,NSM,TAI,SLIP,DAY,SINGLE,HEAVY,RAIN,4,EMP
BSP,NSF,SSW,WET,NIGHT,BUS,NO,RAIN,4,BUS - OTHER
RAD,NSM,SSW,DRY,DUSK,SINGLE,HEAVY,FINE,4,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,MULTI,NO,SUN,4,EMP
RAD,TOPF,SSW,DRY,DAWN,SINGLE,LIGHT,FINE,4,BUS - OTHER
RAD,NSR,REVERSING,WET,DAY,MULTI,NO,FINE,4,EMP
RAD,WIN,SSW,DRY,NIGHT,BUS,NO,FINE,0,GEN
RAD,FRNT,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
TIN,REAR,REVERSING,DRY,DAY,MULTI,MODERATE,FINE,4,BUS - OTHER
RAD,WIN,HON,DRY,DAY,MULTI,LIGHT,FINE,0,EMP
BSP,MIR,TAI,DRY,DUSK,SINGLE,HEAVY,FINE,4,EMP
RAD,OSR,SSW,DRY,DUSK,MULTI,HEAVY,FINE,4,EMP
XRD,OSR,TAI,DRY,DAY,SINGLE,NO,FINE,4,EMP
BSP,REAR,REVERSING,DRY,NIGHT,BUS,NO,FINE,1,CARS TRUCKS
RAD,NSR,SSW,DRY,DAWN,SINGLE,MODERATE,FINE,4,EMP
XRD,FRNT,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,GEN
TIN,NSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,5,CARS TRUCKS
RAD,MIR,SSW,DRY,NIGHT,SINGLE,MODERATE,FINE,4,EMP
RAD,OSR,SSW,WET,NIGHT,MULTI,LIGHT,FINE,5,CARS TRUCKS
RAD,OSR,SSW,WET,DAWN,SINGLE,NO,RAIN,4,EMP
RAD,NSF,SSW,WET,DAY,SINGLE,HEAVY,RAIN,4,EMP
RAD,OSF,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,MIR,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,5,CARS TRUCKS
XRD,NSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,4,CARS TRUCKS
XRD,NSF,REVERSING,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
RAD,NSR,SSW,DRY,DUSK,SINGLE,LIGHT,SUN,4,EMP
RAD,OSR,SSW,WET,DAY,SINGLE,LIGHT,RAIN,1,CARS TRUCKS
XRD,OSR,SSW,DRY,DAY,MULTI,LIGHT,FINE,4,EMP
RAD,MIR,SSW,DRY,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
RAD,REAR,SSW,DRY,DAWN,MULTI,LIGHT,FINE,1,EMP
RAD,NSF,SSW,WET,NIGHT,MULTI,MODERATE,RAIN,0,EMP
RAD,OSR,SSW,WET,DAY,SINGLE,LIGHT,RAIN,4,BUS - OTHER
RAD,NSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,5,BUS - OTHER
XRD,OSR,TBO,DRY,DAY,MULTI,LIGHT,FINE,1,EMP
BSP,MIR,SSW,WET,DAY,SINGLE,LIGHT,RAIN,5,EMP
RAD,FRNT,HON,DRY,DAY,MULTI,LIGHT,FINE,5,GEN
BSP,FRNT,SSW,DRY,DAY,BUS,LIGHT,FINE,1,BUS - OTHER
RBT,NSR,BTMO,DRY,NIGHT,SINGLE,NO,FINE,4,EMP
BSP,NSM,SSW,DRY,DUSK,MULTI,LIGHT,FINE,4,CARS TRUCKS
RAD,NSM,SSW,DRY,NIGHT,MULTI,MODERATE,FINE,1,GEN
TIN,OSM,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,MIR,SSW,DRY,DUSK,SINGLE,LIGHT,FINE,4,EMP
TIN,NSM,SSW,WET,DAY,SINGLE,MODERATE,RAIN,4,BUS - OTHER
RAD,MIR,SSW,SLIP,DAY,MULTI,MODERATE,RAIN,4,EMP
RAD,OSR,REVERSING,WET,DAY,SINGLE,NO,FINE,1,CARS TRUCKS
RBT,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,CARS TRUCKS
BSP,MIR,HON,WET,DAY,MULTI,LIGHT,SUN,4,EMP
RAD,NSF,ROO,DRY,NIGHT,SINGLE,LIGHT,FINE,4,EMP
RAD,WSRE,HON,DRY,DAY,FREE,MODERATE,FINE,0,OTH
BSP,MIR,HON,DRY,DAY,BUS,HEAVY,FINE,4,EMP
RAD,MIR,SSW,DRY,NIGHT,MULTI,LIGHT,FOG,4,EMP
RAD,NSR,TAI,DRY,DAY,BUS,LIGHT,FINE,4,EMP
RBT,FRNT,REVERSING,DRY,DAY,SINGLE,MODERATE,FINE,1,CARS TRUCKS
BSP,NSR,TAI,WET,NIGHT,SINGLE,MODERATE,RAIN,4,EMP
RAD,FRNT,SSW,DRY,DAY,SINGLE,NO,FINE,1,OTH
XRD,WIN,SSW,DRY,DAY,MULTI,MODERATE,FINE,4,CARS TRUCKS
RAD,MIR,HON,DRY,NIGHT,SINGLE,NO,FINE,5,GEN
BSP,NSF,REVERSING,DRY,NIGHT,BUS,LIGHT,FINE,1,CARS TRUCKS
RAD,OSF,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,1,EMP
RAD,OSR,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,1,GEN
RAD,FRNT,HON,WET,DAY,SINGLE,MODERATE,RAIN,4,EMP
RAD,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,5,EMP
RAD,WIN,TAI,WET,DAY,SINGLE,MODERATE,RAIN,4,EMP
TIN,OSF,SSW,DRY,DAY,MULTI,LIGHT,SUN,5,GEN
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,1,GEN
BSP,OSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,GEN
RAD,OSF,HON,DRY,DUSK,FREE,HEAVY,FINE,5,EMP
RAD,OSM,SSW,DRY,DUSK,MULTI,LIGHT,FINE,1,CARS TRUCKS
RBT,OSM,SSW,WET,NIGHT,SINGLE,NO,RAIN,4,EMP
BSP,NSF,SSW,DRY,DAY,MULTI,EXTREME,FINE,2,EMP
RAD,MIR,TAI,DRY,NIGHT,SINGLE,HEAVY,FINE,4,EMP
RAD,NSM,HON,DRY,DAY,MULTI,HEAVY,SUN,4,EMP
BSP,REAR,TAI,DRY,DAWN,SINGLE,LIGHT,FINE,4,BUS - OTHER
RAD,MIR,HON,DRY,DAY,SINGLE,MODERATE,FINE,4,EMP
RAD,NSF,SSW,DRY,NIGHT,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,MIR,SSW,WET,DAWN,SINGLE,LIGHT,RAIN,4,EMP
RAD,FRNT,HON,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
XRD,NSF,SSW,WET,DAY,MULTI,HEAVY,RAIN,4,EMP
RAD,MIR,SSW,DRY,NIGHT,SINGLE,NO,FINE,5,EMP
RAD,OSF,TBO,DRY,STREET,MULTI,LIGHT,FINE,1,CARS TRUCKS
BSP,OSR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
BSP,NSR,SSW,SLIP,DUSK,SINGLE,HEAVY,FINE,4,CARS TRUCKS
RAD,OSM,SSW,DRY,DAY,MULTI,MODERATE,SUN,4,EMP
RAD,FRNT,HON,DRY,DAY,SINGLE,MODERATE,FINE,4,EMP
RAD,OSR,BTMO,WET,DAY,MULTI,LIGHT,RAIN,1,CARS TRUCKS
BSP,NSM,SSW,DRY,NIGHT,MULTI,MODERATE,FINE,5,GEN
RAD,NSR,SSW,DRY,NIGHT,MULTI,HEAVY,FINE,4,EMP
RAD,FRNT,N2T,WET,DAY,MULTI,HEAVY,FINE,5,CARS TRUCKS
RAD,NSR,SSW,DRY,STREET,MULTI,LIGHT,FINE,4,EMP
BSP,OSR,REVERSING,DRY,DAY,BUS,MODERATE,FINE,1,CARS TRUCKS
RBT,NSR,TAI,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
XRD,OSM,SSW,WET,NIGHT,MULTI,MODERATE,FINE,1,EMP
XRD,NSR,BTMO,DRY,DAY,MULTI,LIGHT,FINE,4,CARS TRUCKS
RAD,OSM,HON,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
RAD,TOPR,ROO,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
BSP,NSR,TAI,DRY,DAY,MULTI,LIGHT,SUN,4,EMP
RBT,NSR,TAI,DRY,DAY,SINGLE,HEAVY,FINE,4,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,NO,FINE,5,CARS TRUCKS
RAD,NSF,HON,DRY,DAY,MULTI,MODERATE,FINE,4,BUS - OTHER
RAD,NSF,BTMO,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,OSF,TBO,DRY,DUSK,MULTI,HEAVY,RAIN,1,CARS TRUCKS
RBT,NSF,HON,WET,DAY,MULTI,LIGHT,RAIN,4,EMP
RAD,NSM,SSW,DRY,DAY,MULTI,HEAVY,FINE,4,BUS - OTHER
TIN,OSR,TAI,WET,DUSK,MULTI,MODERATE,RAIN,4,EMP
RAD,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,EMP
RAD,NSF,TAI,DRY,DAY,MULTI,HEAVY,FINE,5,CARS TRUCKS
BSP,NSF,SSW,WET,DAWN,SINGLE,LIGHT,FINE,4,EMP
RAD,NSF,TBO,WET,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,NSM,SSW,WET,DAY,SINGLE,LIGHT,RAIN,1,CARS TRUCKS
BSP,OSF,SSW,DRY,DAY,BUS,MODERATE,FINE,1,CARS TRUCKS
RAD,OSR,SSW,DRY,DUSK,SINGLE,NO,FINE,5,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,GEN
BSP,FRNT,SSW,WET,NIGHT,MULTI,LIGHT,FINE,0,GEN
TIN,NSM,SSW,WET,NIGHT,BUS,HEAVY,RAIN,4,EMP
RAD,MIR,SSW,WET,DAY,SINGLE,LIGHT,SUN,4,BUS - OTHER
RAD,FRNT,SSW,DRY,DAY,SINGLE,LIGHT,FINE,6,OTH
BSP,OSR,SSW,DRY,DAY,MULTI,NO,FINE,1,CARS TRUCKS
RBT,REAR,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,OSM,SSW,DRY,DAY,FREE,MODERATE,FINE,1,GEN
RAD,NSR,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,4,CARS TRUCKS
RAD,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,0,NONPOW
BSP,OSR,SSW,DRY,NIGHT,MULTI,MODERATE,FINE,5,CARS TRUCKS
BSP,FRNT,SSW,DRY,DAWN,SINGLE,LIGHT,FINE,4,BUS - OTHER
RAD,OSF,HON,WET,DAY,SINGLE,LIGHT,RAIN,4,EMP
BSP,OSR,HON,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,REAR,HON,DRY,DAY,SINGLE,HEAVY,FINE,5,CARS TRUCKS
BSP,NSR,TAI,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
RAD,NSF,SSW,DRY,DAY,BUS,LIGHT,FINE,1,CARS TRUCKS
BSP,NSM,SSW,DRY,DAY,BUS,NO,FINE,0,PAS
RAD,NSF,SSW,DRY,DAY,BUS,LIGHT,FINE,4,EMP
RAD,OSF,SSW,DRY,DUSK,SINGLE,HEAVY,FINE,1,CARS TRUCKS
BSP,NSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
TIN,NSM,SSW,WET,NIGHT,SINGLE,NO,RAIN,4,EMP
XRD,NSR,N2T,WET,NIGHT,MULTI,MODERATE,RAIN,4,EMP
BSP,NSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
XRD,NSF,SSW,DRY,DAWN,MULTI,LIGHT,FINE,5,GEN
RBT,NSR,TAI,DRY,DUSK,MULTI,MODERATE,FINE,4,EMP
RAD,OSR,SSW,WET,DAY,SINGLE,MODERATE,FINE,4,EMP
RBT,NSM,SSW,DRY,DAY,BUS,LIGHT,FINE,4,EMP
RAD,FRNT,SSW,DRY,DUSK,SINGLE,LIGHT,FINE,4,EMP
RAD,MIR,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,BUS - OTHER
BSP,REAR,TAI,DRY,DAY,SINGLE,HEAVY,FINE,4,EMP
RAD,NSR,SSW,WET,NIGHT,MULTI,HEAVY,RAIN,4,EMP
RAD,NSR,SSW,DRY,DUSK,SINGLE,MODERATE,FINE,4,EMP
RAD,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,ENV
RAD,MIR,SSW,DRY,DAY,MULTI,EXTREME,SUN,4,EMP
RAD,NSR,TAI,DRY,DAY,SINGLE,EXTREME,FINE,4,EMP
RAD,OSR,SSW,DRY,NIGHT,MULTI,MODERATE,FINE,4,EMP
RAD,FRNT,HON,DRY,DAY,SINGLE,HEAVY,FINE,4,EMP
RAD,NSR,REVERSING,DRY,DAY,BUS,NO,FINE,4,CARS TRUCKS
RAD,NSR,SSW,WET,DAY,MULTI,MODERATE,RAIN,0,GEN
RAD,NSR,SSW,DRY,NIGHT,MULTI,MODERATE,FINE,1,GEN
RAD,NSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,0,EMP
BSP,OSM,SSW,DRY,DAY,BUS,NO,FINE,4,BUS - OTHER
RAD,NSF,SSW,DRY,DAY,BUS,NO,FINE,1,CARS TRUCKS
XRD,OSR,TAI,DRY,DAY,MULTI,HEAVY,FINE,4,BUS - OTHER
BSP,NSR,TAI,DRY,NIGHT,MULTI,NO,FINE,4,BUS - OTHER
RAD,REAR,N2T,DRY,DAY,SINGLE,HEAVY,FINE,1,CARS TRUCKS
RAD,WSRE,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,0,EMP
RAD,NSR,SSW,DRY,NIGHT,SINGLE,NO,FINE,0,GEN
BSP,NSR,SSW,DRY,DAY,BUS,LIGHT,FINE,1,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,BUS,NO,FINE,4,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,SINGLE,HEAVY,FINE,4,BUS - OTHER
BSP,OSF,SSW,DRY,DAY,SINGLE,NO,FINE,5,CARS TRUCKS
XRD,OSR,SSW,WET,DUSK,MULTI,NO,RAIN,1,CARS TRUCKS
RAD,FRNT,HON,DRY,DAY,SINGLE,MODERATE,RAIN,4,EMP
BSP,NSR,SSW,DRY,DAY,BUS,NO,FINE,4,BUS - OTHER
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,0,EMP
XRD,NSR,TAI,DRY,DAY,MULTI,HEAVY,FINE,4,EMP
RAD,MIR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,4,CARS TRUCKS
RAD,MIR,SSW,WET,DAY,SINGLE,MODERATE,RAIN,4,BUS - OTHER
BSP,NSM,SSW,DRY,DAY,BUS,MODERATE,FINE,1,CARS TRUCKS
BSP,OSR,BTMO,DRY,DAY,SINGLE,EXTREME,FINE,1,CARS TRUCKS
BSP,MIR,BTMO,DRY,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
XRD,NSR,N2T,DRY,DAY,MULTI,HEAVY,FINE,5,CARS TRUCKS
BSP,NSR,SSW,DRY,DAWN,BUS,HEAVY,FINE,4,EMP
BSP,MIR,SSW,DRY,DUSK,MULTI,EXTREME,FINE,4,EMP
RBT,NSM,SSW,DRY,NIGHT,SINGLE,HEAVY,FINE,4,BUS - OTHER
XRD,FRNT,SSW,DRY,DAWN,SINGLE,LIGHT,FINE,4,EMP
RAD,FRNT,N2T,DRY,NIGHT,SINGLE,MODERATE,FINE,5,EMP
RAD,NSR,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,4,CARS TRUCKS
BSP,REAR,REVERSING,WET,DAY,SINGLE,NO,RAIN,4,EMP
BSP,OSF,TBO,DRY,DAY,MULTI,LIGHT,FINE,1,BUS - OTHER
RAD,REAR,N2T,DRY,DAWN,MULTI,HEAVY,FINE,1,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,BUS,NO,FINE,4,EMP
RAD,NSF,TBO,DRY,DAY,BUS,MODERATE,FINE,1,CARS TRUCKS
TIN,NSM,TBO,DRY,NIGHT,MULTI,LIGHT,FINE,4,EMP
RAD,NSR,SSW,DRY,NIGHT,SINGLE,HEAVY,FINE,4,BUS - OTHER
RAD,NSR,SSW,DRY,NIGHT,SINGLE,NO,FINE,6,OTH
RAD,NSF,SSW,SLIP,DAY,SINGLE,LIGHT,FINE,4,EMP
BSP,OSR,SSW,DRY,DAY,BUS,MODERATE,FINE,2,BUS - OTHER
