location_code,damage_code,collision_code,road_code,light_code,road_type_code,traffic_code,weather_code,emp_liability_code,kpi_cause_code
DEPOT,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
TIN,TOPR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,WIN,SSW,WET,DAY,SINGLE,LIGHT,RAIN,4,EMP
RAD,NSR,REVERSING,DRY,DUSK,SINGLE,LIGHT,FINE,4,EMP
XRD,OSF,N2T,WET,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,NSR,REVERSING,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
RAD,WIN,SSW,DRY,DAY,MULTI,MODERATE,FINE,5,CARS TRUCKS
XRD,NSR,SSW,DRY,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
RAD,TOPR,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,ROA
RAD,OSR,N2T,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
BSP,NSR,N2T,DRY,DAY,MULTI,MODERATE,FINE,1,OTH
BSP,MIR,HON,DRY,DUSK,SINGLE,MODERATE,FINE,4,BUS - OTHER
RAD,NSR,TAI,WET,DAY,MULTI,LIGHT,RAIN,4,EMP
RAD,NSF,N2T,DRY,DAY,SINGLE,MODERATE,FINE,4,EMP
TIN,OSM,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,EMP
XRD,FRNT,N2T,DRY,DAY,SINGLE,HEAVY,FINE,5,CARS TRUCKS
RAD,OSF,SSW,WET,DAY,SINGLE,HEAVY,RAIN,4,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,GEN
XRD,REAR,SSW,WET,DAY,MULTI,HEAVY,RAIN,1,CARS TRUCKS
RAD,REAR,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,OSF,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,1,EMP
BSP,NSF,REVERSING,DRY,DAY,BUS,LIGHT,FINE,1,CARS TRUCKS
BSP,FRNT,HON,DRY,DAY,SINGLE,NO,FINE,4,EMP
BSP,OSR,SSW,DRY,DAY,BUS,HEAVY,FINE,1,CARS TRUCKS
BSP,NSR,TAI,DRY,DAY,SINGLE,HEAVY,FINE,4,EMP
BSP,NSR,SSW,WET,NIGHT,BUS,MODERATE,RAIN,4,CARS TRUCKS
BSP,NSR,TAI,DRY,DAY,MULTI,NO,FINE,4,EMP
XRD,OSR,TAI,DRY,DAY,BUS,LIGHT,FINE,4,CARS TRUCKS
RAD,NSM,SSW,SLIP,DUSK,SINGLE,NO,RAIN,4,EMP
BSP,FRNT,SSW,DRY,DAY,BUS,MODERATE,FINE,1,CARS TRUCKS
RAD,FRNT,HON,DRY,DAY,MULTI,MODERATE,FINE,5,CYC
TIN,NSR,TAI,WET,DAY,MULTI,HEAVY,RAIN,4,CARS TRUCKS
BSP,MIR,SSW,DRY,DAY,BUS,NO,FINE,4,CARS TRUCKS
TIN,MIR,HON,DRY,DAY,SINGLE,MODERATE,FINE,4,EMP
BSP,REAR,N2T,DRY,DAY,BUS,NO,FINE,1,BUS - OTHER
BSP,REAR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
BSP,REAR,BTMO,WET,DAY,BUS,NO,RAIN,4,BUS - OTHER
BSP,NSM,REVERSING,DRY,NIGHT,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,OSM,SSW,DRY,DAY,MULTI,LIGHT,FINE,4,GEN
BSP,MIR,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
BSP,NSR,TAI,DRY,DAY,MULTI,LIGHT,FINE,4,CARS TRUCKS
RAD,NSF,TBO,DRY,DAY,MULTI,NO,FINE,1,CARS TRUCKS
XRD,OSM,SSW,DRY,DAY,MULTI,LIGHT,FINE,4,EMP
RAD,WIN,SSW,DRY,DAY,MULTI,NO,FINE,0,GEN
RAD,NSM,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,4,EMP
RAD,NSF,SSW,DRY,DUSK,MULTI,LIGHT,FINE,0,PAS
RAD,OSM,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,NSR,REVERSING,DRY,NIGHT,SINGLE,LIGHT,FINE,1,CARS TRUCKS
BSP,NSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,4,CARS TRUCKS
BSP,NSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,4,CARS TRUCKS
XRD,OSR,TAI,DRY,DAY,MULTI,LIGHT,FINE,4,CARS TRUCKS
RAD,OSM,SSW,WET,NIGHT,SINGLE,EXTREME,RAIN,4,EMP
BSP,NSR,SSW,DRY,DUSK,SINGLE,HEAVY,FINE,4,CARS TRUCKS
RAD,NSR,TAI,DRY,DUSK,SINGLE,LIGHT,FINE,4,CARS TRUCKS
TIN,OSR,TAI,DRY,DAY,MULTI,HEAVY,FINE,5,CARS TRUCKS
BSP,NSR,TAI,DRY,NIGHT,SINGLE,LIGHT,FINE,4,EMP
RAD,REAR,N2T,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
RAD,OSM,SSW,WET,DAWN,SINGLE,NO,RAIN,4,EMP
BSP,REAR,SSW,DRY,DAY,BUS,NO,FINE,4,CARS TRUCKS
RAD,MIR,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,OSR,N2T,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,OSM,SSW,DRY,DAY,MULTI,HEAVY,FINE,4,CARS TRUCKS
XRD,NSF,TBO,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,WIN,SSW,DRY,DUSK,MULTI,LIGHT,FINE,4,EMP
TIN,NSF,TBO,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,NSR,N2T,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,OSM,TBO,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,NSR,SSW,DRY,STREET,BUS,NO,FINE,4,EMP
RAD,NSM,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,4,CARS TRUCKS
RAD,NSR,REVERSING,DRY,DAY,SINGLE,MODERATE,FINE,1,EMP
XRD,FRNT,N2T,DRY,DAY,MULTI,MODERATE,FINE,4,CARS TRUCKS
TIN,OSM,SSW,DRY,DAY,SINGLE,MODERATE,FINE,4,EMP
RAD,NSF,N2T,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
XRD,NSM,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
BSP,MIR,HON,DRY,DAY,MULTI,MODERATE,SUN,4,EMP
BSP,OSR,SSW,DRY,DAY,BUS,LIGHT,FINE,2,EMP
TIN,NSM,SSW,DRY,DUSK,SINGLE,NO,FINE,4,EMP
BSP,FRNT,N2T,DRY,DAY,BUS,LIGHT,FINE,4,EMP
XRD,NSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,EMP
BSP,NSR,SSW,DRY,DUSK,SINGLE,MODERATE,FINE,4,EMP
BSP,FRNT,N2T,WET,DAY,BUS,LIGHT,RAIN,1,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,0,PAS
XRD,NSR,TBO,DRY,DAY,SINGLE,HEAVY,FINE,1,CARS TRUCKS
RAD,OSM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,4,EMP
XRD,REAR,SSW,DRY,DAY,MULTI,MODERATE,FINE,4,EMP
RAD,NSM,REVERSING,DRY,DAY,SINGLE,MODERATE,FINE,1,CARS TRUCKS
RAD,OSM,SSW,DRY,DAY,SINGLE,MODERATE,FINE,1,EMP
BSP,OSR,TAI,WET,NIGHT,MULTI,LIGHT,RAIN,4,EMP
BSP,NSF,SSW,DRY,DAY,MULTI,LIGHT,FINE,5,CARS TRUCKS
XRD,NSR,SSW,WET,DAY,MULTI,MODERATE,RAIN,4,CARS TRUCKS
XRD,OSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,OSM,SSW,DRY,DAY,MULTI,EXTREME,FINE,1,CARS TRUCKS
BSP,WSRE,SSW,DRY,DAY,MULTI,NO,FINE,0,GEN
RBT,NSF,SSW,DRY,DAY,BUS,NO,FINE,4,CARS TRUCKS
RAD,FRNT,N2T,DRY,DAY,SINGLE,MODERATE,FINE,4,CARS TRUCKS
RBT,NSM,SSW,DRY,DAY,MULTI,HEAVY,FINE,4,BUS - OTHER
RAD,OSR,N2T,DRY,DAWN,MULTI,NO,FINE,1,CARS TRUCKS
BSP,NSF,HON,DRY,NIGHT,BUS,NO,FINE,4,EMP
RAD,FRNT,N2T,DRY,NIGHT,BUS,LIGHT,FINE,1,CARS TRUCKS
BSP,FRNT,N2T,DRY,DAY,SINGLE,MODERATE,FINE,4,CARS TRUCKS
TIN,OSM,SSW,DRY,NIGHT,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,OSM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,1,CARS TRUCKS
BSP,OSR,REVERSING,DRY,DAWN,BUS,NO,FINE,4,EMP
BSP,OSF,SSW,DRY,DAY,MULTI,NO,FINE,4,EMP
RAD,REAR,REVERSING,DRY,DAY,MULTI,LIGHT,FINE,4,EMP
RAD,REAR,N2T,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,FRNT,HON,DRY,DAY,BUS,LIGHT,FINE,4,EMP
TIN,NSR,SSW,DRY,NIGHT,MULTI,LIGHT,FOG,4,EMP
BSP,NSR,TAI,DRY,DAY,BUS,MODERATE,FINE,4,EMP
RAD,FRNT,SSW,DRY,DAY,SINGLE,LIGHT,FINE,0,GEN
RAD,REAR,REVERSING,WET,DAWN,BUS,LIGHT,RAIN,4,EMP
XRD,REAR,N2T,DRY,DUSK,MULTI,HEAVY,FINE,1,CARS TRUCKS
RAD,MIR,SSW,DRY,NIGHT,MULTI,NO,FINE,4,EMP
BSP,OSF,SSW,DRY,DUSK,SINGLE,HEAVY,FINE,4,EMP
RAD,NSR,SSW,DRY,DAY,BUS,HEAVY,FINE,4,EMP
RAD,OSF,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,FRNT,N2T,DRY,DAY,MULTI,MODERATE,FINE,5,EMP
RAD,OSR,SSW,DRY,DAWN,SINGLE,MODERATE,FINE,4,CARS TRUCKS
TIN,NSM,SSW,DRY,DAY,MULTI,MODERATE,FINE,4,CARS TRUCKS
BSP,NSR,BTMO,DRY,DAY,MULTI,MODERATE,FINE,4,EMP
RAD,OSF,SSW,WET,DAY,MULTI,HEAVY,RAIN,1,CARS TRUCKS
RBT,WSRE,HON,DRY,DAY,SINGLE,LIGHT,FINE,0,EMP
RAD,MIR,SSW,DRY,DAWN,MULTI,NO,FINE,5,CARS TRUCKS
RAD,OSR,N2T,WET,DUSK,MULTI,LIGHT,RAIN,1,CARS TRUCKS
TIN,FRNT,N2T,DRY,DAY,MULTI,MODERATE,FINE,4,BUS - OTHER
DEPOT,NSM,SSW,DRY,DAY,SINGLE,MODERATE,FINE,4,BUS - OTHER
BSP,OSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
XRD,FRNT,REVERSING,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
RAD,OSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,5,CARS TRUCKS
RAD,NSF,SSW,WET,DAY,MULTI,MODERATE,RAIN,4,BUS - OTHER
RAD,REAR,SSW,DRY,DAY,SINGLE,NO,FINE,4,EMP
RAD,OSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,BUS - OTHER
BSP,NSF,SSW,DRY,DAY,BUS,MODERATE,FINE,4,OTH
RAD,NSR,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,NSR,BTMO,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RBT,NSF,TAI,DRY,DAY,MULTI,MODERATE,FINE,5,CARS TRUCKS
BSP,NSF,SSW,DRY,DAWN,SINGLE,NO,FINE,4,EMP
XRD,NSM,ROO,WET,NIGHT,MULTI,MODERATE,RAIN,4,EMP
BSP,OSR,SSW,DRY,DAY,BUS,NO,FINE,4,EMP
RAD,NSF,TBO,DRY,DAY,SINGLE,NO,FINE,1,CARS TRUCKS
RAD,NSM,TBO,DRY,DAY,SINGLE,LIGHT,FINE,4,CARS TRUCKS
RAD,FRNT,N2T,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
BSP,NSF,HON,DRY,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
XRD,NSM,SSW,DRY,NIGHT,MULTI,MODERATE,FOG,4,CARS TRUCKS
XRD,NSM,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
BSP,NSF,TBO,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
BSP,FRNT,HON,WET,DUSK,BUS,NO,RAIN,4,EMP
TIN,NSF,TBO,DRY,DAY,SINGLE,NO,FINE,1,CARS TRUCKS
RAD,FRNT,TBO,DRY,NIGHT,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,MIR,SSW,WET,NIGHT,SINGLE,LIGHT,RAIN,4,EMP
RAD,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,OSR,TAI,DRY,DAY,MULTI,LIGHT,FINE,4,CARS TRUCKS
BSP,WIN,TAI,DRY,DAY,BUS,LIGHT,FINE,4,EMP
RAD,OSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
XRD,FRNT,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
XRD,OSF,TBO,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
XRD,NSR,SSW,DRY,DAY,SINGLE,HEAVY,FINE,4,CARS TRUCKS
RAD,OSF,TBO,DRY,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
RAD,OSR,SSW,WET,NIGHT,SINGLE,LIGHT,RAIN,4,EMP
BSP,OSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
BSP,OSR,N2T,DRY,DAY,BUS,HEAVY,FINE,1,CARS TRUCKS
RAD,NSR,TAI,DRY,DAY,MULTI,MODERATE,FINE,1,ROA
RAD,FRNT,HON,DRY,NIGHT,MULTI,EXTREME,FINE,4,EMP
XRD,NSF,N2T,DRY,DAY,MULTI,LIGHT,FINE,4,EMP
BSP,OSM,SSW,DRY,DAY,SINGLE,NO,FINE,4,EMP
BSP,NSF,HON,WET,DAY,BUS,HEAVY,RAIN,4,EMP
BSP,MIR,SSW,SLIP,DAY,SINGLE,LIGHT,FINE,4,CARS TRUCKS
RAD,NSF,N2T,DRY,DAY,MULTI,LIGHT,FINE,4,CARS TRUCKS
XRD,NSF,SSW,DRY,DUSK,MULTI,HEAVY,FINE,1,EMP
RAD,REAR,N2T,SLIP,DAY,SINGLE,MODERATE,RAIN,1,CARS TRUCKS
BSP,OSF,SSW,DRY,DAY,MULTI,HEAVY,FINE,4,EMP
XRD,NSR,TAI,DRY,DAY,MULTI,MODERATE,FINE,4,EMP
RAD,NSF,N2T,WET,DAY,SINGLE,LIGHT,RAIN,1,CARS TRUCKS
RAD,NSR,TAI,DRY,DAY,SINGLE,NO,FINE,4,BUS - OTHER
RAD,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,4,CARS TRUCKS
RAD,FRNT,TBO,DRY,DAY,BUS,HEAVY,FINE,1,EMP
TIN,NSR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,MIR,HON,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,5,CARS TRUCKS
XRD,NSF,N2T,DRY,DAY,SINGLE,MODERATE,FINE,4,EMP
BSP,FRNT,ROO,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,NSF,TBO,DRY,DAY,MULTI,MODERATE,FINE,1,ROA
RAD,OSR,HON,DRY,DAY,SINGLE,HEAVY,FINE,1,CARS TRUCKS
RAD,NSR,TAI,DRY,DAWN,SINGLE,NO,FINE,4,EMP
BSP,OSR,SSW,DRY,DAY,SINGLE,NO,FINE,1,CARS TRUCKS
RAD,NSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,OSR,N2T,DRY,DAY,MULTI,LIGHT,FINE,1,EMP
RAD,NSR,TAI,DRY,DAY,SINGLE,MODERATE,FINE,4,EMP
RAD,OSF,SSW,DRY,NIGHT,MULTI,MODERATE,FINE,1,CARS TRUCKS
BSP,MIR,TAI,DRY,DAY,BUS,LIGHT,FINE,2,EMP
XRD,NSF,N2T,DRY,DAY,MULTI,HEAVY,FINE,4,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,HEAVY,FINE,4,CARS TRUCKS
BSP,NSF,ROO,DRY,DAWN,MULTI,LIGHT,FINE,4,EMP
RAD,REAR,REVERSING,DRY,DAY,SINGLE,HEAVY,FINE,4,EMP
BSP,OSR,SSW,DRY,DAY,BUS,MODERATE,FINE,2,CARS TRUCKS
RAD,NSF,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
BSP,MIR,SSW,DRY,DUSK,BUS,LIGHT,FINE,4,EMP
RAD,NSM,REVERSING,SLIP,STREET,SINGLE,LIGHT,FINE,4,EMP
BSP,NSM,SSW,DRY,DAWN,SINGLE,NO,FINE,4,EMP
RAD,NSF,SSW,DRY,NIGHT,SINGLE,MODERATE,FINE,4,CARS TRUCKS
RAD,OSF,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,4,EMP
RAD,MIR,SSW,DRY,DAY,SINGLE,NO,FINE,4,CARS TRUCKS
RAD,MIR,SSW,WET,NIGHT,MULTI,LIGHT,RAIN,5,CARS TRUCKS
BSP,REAR,REVERSING,DRY,DAY,BUS,NO,FINE,4,CARS TRUCKS
RAD,OSR,TAI,WET,DUSK,MULTI,EXTREME,RAIN,1,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,MULTI,MODERATE,FINE,0,OTH
XRD,NSM,SSW,WET,DAY,MULTI,HEAVY,RAIN,4,EMP
RAD,NSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,4,BUS - OTHER
TIN,MIR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
RAD,OSR,SSW,DRY,DAY,BUS,HEAVY,FINE,0,PL&EQ
BSP,REAR,N2T,DRY,DAY,BUS,MODERATE,FINE,1,EMP
RAD,FRNT,SSW,SLIP,DAY,MULTI,HEAVY,FINE,0,OTH
BSP,REAR,TAI,WET,DUSK,MULTI,MODERATE,RAIN,4,EMP
XRD,NSF,SSW,DRY,DAY,MULTI,HEAVY,FINE,4,BUS - OTHER
BSP,OSR,N2T,DRY,DAY,MULTI,HEAVY,FINE,1,EMP
RAD,OSF,SSW,DRY,DAY,MULTI,EXTREME,FINE,1,CARS TRUCKS
RAD,OSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
XRD,REAR,SSW,WET,DAY,MULTI,LIGHT,FINE,0,EMP
RBT,WSRE,BTMO,DRY,DAY,SINGLE,NO,FINE,0,OTH
RAD,NSF,HON,DRY,DAWN,SINGLE,NO,FINE,4,EMP
XRD,FRNT,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,CARS TRUCKS
BSP,FRNT,HON,DRY,DAY,MULTI,HEAVY,FINE,4,EMP
BSP,OSR,N2T,WET,DAY,MULTI,LIGHT,RAIN,1,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,MULTI,NO,FINE,1,CARS TRUCKS
BSP,NSF,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,GEN
RAD,WIN,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
XRD,FRNT,HON,DRY,DAY,SINGLE,LIGHT,FINE,4,CARS TRUCKS
RAD,FRNT,N2T,DRY,DAY,MULTI,MODERATE,FINE,4,BUS - OTHER
XRD,OSF,BTMO,DRY,DAY,SINGLE,NO,FINE,4,EMP
BSP,OSM,SSW,DRY,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
BSP,OSM,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,EMP
XRD,NSM,TBO,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
BSP,NSF,SSW,DRY,DUSK,MULTI,LIGHT,FINE,4,EMP
RAD,NSF,SSW,DRY,DAWN,SINGLE,LIGHT,FINE,4,EMP
XRD,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
BSP,FRNT,N2T,WET,NIGHT,MULTI,MODERATE,RAIN,4,EMP
XRD,NSM,SSW,WET,DUSK,MULTI,HEAVY,RAIN,4,EMP
BSP,NSR,SSW,WET,DAY,BUS,LIGHT,RAIN,4,BUS - OTHER
RAD,FRNT,TBO,DRY,DAY,SINGLE,LIGHT,FINE,1,EMP
RAD,OSF,SSW,DRY,DAY,SINGLE,NO,FINE,1,CARS TRUCKS
XRD,NSR,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,EMP
RAD,FRNT,HON,DRY,DAY,MULTI,HEAVY,FINE,4,EMP
RAD,OSM,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
XRD,OSM,SSW,DRY,DUSK,SINGLE,MODERATE,FINE,4,EMP
BSP,NSR,TAI,DRY,DAWN,SINGLE,LIGHT,FINE,4,CARS TRUCKS
RAD,OSR,SSW,DRY,DAY,SINGLE,NO,FINE,1,CARS TRUCKS
BSP,MIR,SSW,DRY,DAY,BUS,NO,FINE,4,EMP
RAD,MIR,SSW,DRY,DAY,SINGLE,NO,FINE,0,EMP
RAD,OSR,SSW,WET,STREET,MULTI,HEAVY,RAIN,4,EMP
RAD,FRNT,HON,DRY,NIGHT,SINGLE,LIGHT,FINE,4,EMP
XRD,NSR,N2T,DRY,DUSK,MULTI,HEAVY,FINE,4,EMP
RAD,NSM,SSW,WET,NIGHT,SINGLE,LIGHT,RAIN,4,ENV
RAD,WIN,SSW,WET,DAY,SINGLE,HEAVY,RAIN,4,EMP
RAD,NSR,SSW,DRY,DAY,MULTI,LIGHT,FINE,4,BUS - OTHER
BSP,NSR,SSW,DRY,DUSK,SINGLE,HEAVY,FINE,5,CARS TRUCKS
RAD,NSR,N2T,DRY,DAY,SINGLE,MODERATE,FINE,4,EMP
BSP,OSR,N2T,DRY,NIGHT,SINGLE,LIGHT,FINE,1,CARS TRUCKS
BSP,MIR,SSW,DRY,DAWN,SINGLE,NO,FINE,4,EMP
BSP,NSR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,1,CARS TRUCKS
XRD,NSF,SSW,DRY,DAY,SINGLE,MODERATE,FINE,1,GEN
RAD,NSR,TAI,DRY,DAY,SINGLE,LIGHT,FINE,0,OTH
RAD,NSR,SSW,DRY,DAY,BUS,HEAVY,FINE,1,CARS TRUCKS
RAD,NSM,TAI,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,NSM,SSW,DRY,DAY,BUS,MODERATE,FINE,0,BUS - OTHER
TIN,NSR,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,4,EMP
BSP,NSR,SSW,DRY,DAY,SINGLE,NO,FINE,1,BUS - OTHER
BSP,FRNT,HON,DRY,DAY,MULTI,LIGHT,FINE,4,EMP
RBT,FRNT,BTMO,DRY,DAY,SINGLE,LIGHT,FINE,4,CARS TRUCKS
BSP,MIR,SSW,DRY,DAY,MULTI,EXTREME,FINE,1,GEN
XRD,OSF,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,CARS TRUCKS
RAD,WSRE,HON,DRY,DAY,SINGLE,LIGHT,FINE,5,CARS TRUCKS
RAD,MIR,HON,DRY,DAY,SINGLE,NO,FINE,4,EMP
RAD,WIN,SSW,DRY,NIGHT,MULTI,LIGHT,FINE,5,EMP
RBT,MIR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,4,EMP
RAD,NSR,N2T,DRY,DAY,SINGLE,MODERATE,FINE,4,CARS TRUCKS
RAD,NSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,5,CARS TRUCKS
BSP,NSR,SSW,DRY,DAY,SINGLE,LIGHT,FINE,1,BUS - OTHER
XRD,NSF,SSW,DRY,NIGHT,SINGLE,NO,FINE,1,EMP
BSP,NSM,SSW,DRY,DAY,SINGLE,LIGHT,FINE,4,BUS - OTHER
RAD,NSM,TBO,DRY,DAY,MULTI,LIGHT,FINE,1,EMP
RAD,FRNT,N2T,DRY,DAY,SINGLE,NO,FINE,4,EMP
RAD,REAR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,4,CARS TRUCKS
XRD,REAR,SSW,DRY,DAY,SINGLE,MODERATE,FINE,5,CARS TRUCKS
BSP,WIN,TAI,DRY,DAY,SINGLE,LIGHT,FINE,4,CARS TRUCKS
BSP,OSF,HON,DRY,DAY,BUS,NO,FINE,4,CARS TRUCKS
RAD,OSR,REVERSING,DRY,DAY,SINGLE,LIGHT,FINE,4,EMP
XRD,OSM,SSW,DRY,DAY,SINGLE,EXTREME,FINE,4,EMP
BSP,OSM,REVERSING,DRY,NIGHT,BUS,LIGHT,FINE,4,EMP
RAD,NSM,SSW,DRY,DAY,SINGLE,MODERATE,SUN,4,CARS TRUCKS
RAD,NSM,REVERSING,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
TIN,OSR,N2T,DRY,DAY,MULTI,LIGHT,FINE,1,GEN
BSP,OSR,N2T,DRY,DAY,MULTI,LIGHT,FINE,1,GEN
RAD,OSF,SSW,DRY,NIGHT,SINGLE,LIGHT,FINE,5,OTH
RAD,FRNT,SSW,DRY,DAY,MULTI,HEAVY,FINE,4,EMP
RAD,OSF,N2T,DRY,DAWN,MULTI,MODERATE,FINE,1,CARS TRUCKS
TIN,NSR,SSW,DRY,DAY,MULTI,MODERATE,FINE,1,EMP
RAD,OSF,N2T,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
RBT,NSR,SSW,DRY,DAY,MULTI,HEAVY,FINE,4,CARS TRUCKS
XRD,MIR,SSW,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
XRD,WIN,SSW,DRY,DAY,MULTI,LIGHT,FINE,1,CARS TRUCKS
RAD,NSF,SSW,DRY,DAY,SINGLE,HEAVY,SUN,4,EMP
XRD,OSM,SSW,DRY,DUSK,SINGLE,HEAVY,FINE,4,CARS TRUCKS
TIN,NSR,SSW,WET,DAY,SINGLE,HEAVY,RAIN,4,EMP
XRD,FRNT,HON,DRY,DAY,MULTI,HEAVY,FINE,1,CARS TRUCKS
BSP,FRNT,SSW,DRY,NIGHT,BUS,LIGHT,FINE,4,EMP
RAD,FRNT,HON,DRY,DAY,SINGLE,MODERATE,FINE,1,CARS TRUCKS
BSP,NSF,SSW,SLIP,DUSK,SINGLE,MODERATE,RAIN,4,EMP
BSP,NSF,SSW,WET,DAY,SINGLE,NO,FINE,4,BUS - OTHER
RAD,OSM,TBO,DRY,DAY,MULTI,MODERATE,FINE,1,CARS TRUCKS
BSP,OSR,N2T,DRY,DAY,MULTI,LIGHT,FINE,4,EMP
XRD,NSR,TAI,DRY,DAY,MULTI,MODERATE,FINE,4,CARS TRUCKS
